headline	dominant_emotion
Donald Trump, the Racist in the White House	0
For Theresa May, ‘I’m a tin-eared lunatic’ seems to be the hardest word | Marina Hyde	0
Pence's abrupt travel cancellation sparks speculation	0
Books in Brief: Recent Releases on Richard Holbrooke and America’s Hidden Empire	0
House Democrat: Donald Trump is going to prison	0
Transgender activist indicted on charges of theft — from anti-Trump 'Women's March'	0
The Evelyn Waugh-Loving Band That Rebelled Against Rebellion	0
'Extremely serious' death threat against Ben Shapiro leads to arrest	0
Russia’s Military Exercises in the Arctic Have More Bark Than Bite	0
NY Times tries to backpedal after publishing ‘abhorrent’ anti-Semitic cartoon in international edition	0
Trump rattles saber at China ahead of make-or-break trade talks	0
Infamous Drug Lord 'El Chapo' Sentenced to Life In Prison	0
Kosovo war: The conflict that won't go away	0
TriciaBiz Launches Online Business School for Entrepreneurs in Africa	0
Angiogenesis Foundation President And CEO Dr. William Li's EAT TO BEAT DISEASE Achieves New York Times Bestseller Status	0
Medicare for All and the Myth of Free Markets	0
Boxing legend Pernell 'Sweet Pea' Whitaker, 55, fatally hit by pickup in Virginia	0
HUD proposes ending assistance to illegal immigrants. Critics worry thousands of legal immigrant children could be displaced	0
Ralph Nader: We know exactly who gave us Trump	0
4 Myths Fueling the Fight Over NYC’s Exclusive High Schools	0
Manchester City accuse Uefa of leaks amid Champions League ban threat	0
Clashes break out at Jerusalem holy site	0
Chicago’s Police Accountability Office Fails a Major Test	0
Trump repeats warnings and imposes new sanctions on Iran amid tension	0
Kim Jong Un Inspects Submarine That Experts Fear Could Carry Far-Reaching Missiles	0
A leading scientist on aging says there is no magic pill for staying young—yet	0
Port Allen murder suspect suffocated his mother by shoving rag down her throat, authorities say	0
Trump’s disturbing answer about how he could ‘unite’ the country echoes his maniacal demand for loyalty	0
Texas law firm reveals it is working with Russia’s ally in the Balkans	0
Fears grow for missing 15-year-old schoolgirl	0
A ‘Bible tax’: Christian publishers warn that China tariffs could lead to costly Bibles	0
Deficit Widens to $691 Billion in First Six Months of 2019	0
José Antonio Reyes, former Arsenal and Spain player, dies in car accident aged 35	0
Clay (D) Blasts AOC For Pelosi Racism Accusation: ‘Juvenile,’ ‘Ignorance Is Beyond Belief’	0
Trump lashes out at Central America, Mexico on border	0
Fleabag Has a Poignant Insight About Sisterhood	0
AP FACT CHECK: Trump Twists Facts Of A Migrant Girl's Death	0
EPA Move to Phase Out Animal Experiments Could Mean the End of Toxics Regulations	0
Booker Supporters Criticize Record as Newark Mayor	0
Meet The Radical Technocrat Helping Democrats Push Single-Payer	0
Gaslighting On Abortion Intensifies As Georgia Passes Fetal Heartbeat Bill	0
The Injustice of the Left’s Fury Against Barr	0
Take a MILLION seats! Conservative women OWN Sen. Patty Murray for equating abortion with ‘control’ and DAMN	0
Trump says China trade talks ‘back on track,’ new tariffs on hold	0
Buttigieg: 'Polite' people can still advance policies that hurt 'you and your family'	0
Puerto Rico’s week of massive protests, explained	0
Wood-burning stoves are in fashion but cause serious pollution	0
House Democrats thread the needle on impeachment in hometown town halls	0
Trump says Russia would 'much rather' have Clinton as president	0
Trump’s Racist Comments Have Spawned Violent Threats Against Lawmakers of Color	0
Students want to act on climate change, but some school boards say it’s ‘too political’	0
Michigan couple who coerced disabled woman into prostitution sentenced	0
DHS Builds 42 Miles of Mostly Replacement Border Wall Since Trump's Inauguration	0
From LBJ to Robert Moses: Robert Caro on Writing About Political Power & Its Impact on the Powerless	0
US-Mexico border apprehensions soared to over 144K in May	0
Corporations Endangering Americans. Trump Doesn't Care	0
Brexit talks collapse, setting up Theresa May’s likely departure	0
Ukraine language law debate spills into UN Security Council	0
Boxing legend Pernell ‘Sweet Pea’ Whitaker fatally struck by car	0
‘Wizard’ cybersecurity expert charged with record hack of Bulgarian tax agency	0
Red Flag on Steele Went to FBI Well Before FISA Warrant	0
Former Thai Prime Minister Prem Tinsulanonda Dies at 98	0
Air-conditioners do great good, but at a high environmental cost	0
To Be Sick and Not Rich Is the Nightmare of Medical Care in the US	0
AP FACT CHECK: Trump distorts findings of Russia probe	0
A Sociologist of Religion on Protestants, Porn, and the “Purity Industrial Complex”	0
A Scholar of Extremism on How Religious Conflict Shapes Sri Lanka	0
A Sniff by a Pot-Detecting Dog Requires Probable Cause and Does Not Justify a Search, Says Colorado Supreme Court	0
Sarah Sanders: Dems 'Embarrassed Themselves' With Barr Questioning	0
Governments could take decades to save species. Here’s what you can do now.	0
James Holzhauer’s Jeopardy winning streak has come to an end	0
Road ahead: Barr testifying on DOJ budget, likely to get grilled about Mueller report	0
Luis Alvarez, Long-Time Advocate of 9/11 Responders, Dies at 53	0
Queer Liberation Is a Labor Issue	0
These Photos Show Just How Bad India’s Water Crisis Has Become	0
Novak Djokovic gives a qualified backing to disgraced Justin Gimelsto	0
Ex-Our Lady of the Lake Foundation chief Funes pleads guilty in embezzling case	0
Oh FFS! Jussie Smollett has been suffering ‘night terrors’ since making up his fake hate crime and people have questions	0
McConnell: We're Seeing 'Full Socialism on Display' in the 2020 Dem Presidential Primaries	0
SAD TROMBONE: MSNBC Slams Dems for Not Bashing ‘Lord Voldemort’ Trump Enough	0
Supreme Court Affirms Exception to Double Jeopardy in a Case With Implications for Trump Associates	0
Give Us AOC’s 70% Tax Rates — But Save the 1950s Nostalgia	0
US government is forcing Chinese owners to sell Grindr	0
Sri Lanka Easter Attack Leader Died In Hotel Bombing, Officials Say	0
The World Is Watching: Woman Suing Harvard for Photos of Enslaved Ancestors Says History Is At Stake	0
Nets Skip Trump Executive Order to Protect Free Speech on College Campuses	0
On CNN, Dan Rather Slams 'Gun Lobby,' Politicians 'Bought and Paid For'	0
Blue States Warned of SALT Apocalypse, It Hasn't Happened	0
7 Ways to Fix America’s Fiscal Mess	0
Lawmakers Think Facebook Is Trying to Start a Bank. Walmart Tried That—and Failed.	0
Kanye West bashes liberals for bullying Trump supporters in Netflix interview with David Letterman	0
Muddying the Waters: ABC Reporter Misleads Viewers on AG Barr’s Testimony	0
To Hold but Not to Have: California's Marijuana Laws Get Weird When You're in Jail	0
At rally, Trump accuses Democrats of ‘defrauding the public with ridiculous bulls**t’	0
Senators To Consumer Watchdog: Prove You're Protecting Student Borrowers	0
The White Suburbs That Fought Busing Aren’t So White Anymore	0
We Hear You: When Transgender Athletes Crush the Girls	0
Rod Rosenstein reveals damaging info about Obama admin's handling of Russia probe — then targets media, Comey	0
Pelosi hits back at Trump's attacks on Cummings, calls Kushner a 'slumlord'	0
Trump’s Space Force Gets the Final Frontier All Wrong	0
First Facebook Censored Pro-Life Content. Now A Top Exec Donated A Million Bucks To Abortion Factory	0
Saudi Arabia Detains 2 U.S. Citizens In First Sweep Of Activist Arrests Since Jamal Khashoggi Killing	0
Socialism Promises a Utopia, but Delivers Suffering	0
Novak Djokovic Will Win Everything but Our Hearts	0
‘This is rich’! Hillary Clinton’s lecture about who’s not ‘above the law’ sets a new facepalm record	0
Saudi business feels ‘pain’ of crown prince’s reforms	0
Heavy rains in Japan cause deadly landslides and floods	0
Pelosi Sounds Alarm Over Trump Impeachment; 'Villainous' Trump Throws Fuel On The Fire	0
Trump feels 'badly' for resigning British PM Theresa May	0
Sri Lanka Identifies Radical Imam Suspected of Masterminding Easter Bombings	0
‘Her ambition got it wrong about Joe’: Harris faces debate backlash	0
Gillibrand: It Should Not Have Been 'So Hard' for Biden to Apologize -- We Need a Candidate With 'Humility'	0
This editorial cartoon satirizing Trump’s cruel border policy deemed too hot for Canadian publisher	0
Whoever Wins Indonesia’s Presidential Election, Indigenous People Will Lose	0
Same-sex borrowers 73 percent more likely to be denied mortgage, study finds	0
Mainstream media ran with Dem lawmaker's claims of grocery store racism. Then the truth came out.	0
Florida’s Crackdown on Sanctuary Cities Begins	0
Human remains found behind newly purchased Massachusetts home	0
That Viral Video of a Chimp Scrolling Instagram Is Bad, Actually	0
As William Barr circles the drain, Donald Trump tries out a whole new evil plan	0
Hot take alert! David Hogg counters Mike Pence’s pro-#2A tweet with a reminder about what Jesus didn’t own	0
Immigrant soldiers are now being denied US citizenship at a higher rate than civilians	0
Someone Yet Again Trying to Vanish Post Criticizing New Britain (Conn.) Volunteer Commissioner Ken Haas	0
Column: In tiny Oildale, the local barber, a Trump fan, has had it with California	0
Diplomats Fear Chilling Effect of British Ambassador’s Resignation	0
Instagrammers told not to swim in idyllic lake	0
Donald Trump reveals he’s even more of Putin’s puppet than ever	0
Chinese woman carrying malware arrested at Trump’s Mar-a-Lago	0
Puerto Ricans Are Resisting Policing as a Solution to Crisis	0
Mom arrested after son’s pal scalded in ‘Hot Water Challenge’ at sleepover	0
Street Clashes Erupt As Venezuela's Guaido Urges Uprising	0
Immigration Facility Volunteer: ‘Prison-Like’ And ‘Concentration Camp’ Claims Are Flat-Out False	0
The politics behind free BBC licences	0
Political Operatives Got Donors to Give Millions. The Money Wasn’t Used As Promised. Here’s How They Did It.	0
So that was all for nothing	0
Trudeau Declares Climate Emergency — Then Approves Trans Mountain Pipeline	0
'Hate is always local': the Swedish city that said no to neo-Nazis	0
Serial hot-take-haver Pardes Seleh is totally cringing at all you housewives ‘who haven’t worked a day in their life’	0
New Rule: Polluters Can Appeal Judgments, But No One Else Can	0
Transgender woman says former Chicago sergeant forced her into sex act	0
Daughter of Tennessee man executed in 2006 seeks DNA testing	0
Khan's London: Bus Driver Crashes Into Depot After Smoking Crack	0
‘A practitioner of the dark arts’: A psychologist explains how Trump uses his ‘serious sadistic impulses’ to manipulate his rivals	0
Democrats Are Losing This Made-for-TV Moment	0
Making Georgia’s Bad Elections Even Worse	0
Ex-minister’s son, 25, faces a retrial over the death of three-year-old Alfie Lamb	0
President Who Employed Undocumented Workers Now Says Undocumented Labor Might Be OK Sometimes	0
Sudan’s Military Overthrows President Omar al-Bashir	0
California synagogue rabbi injured in shooting: 'Terror will not win'	0
Pompeo: Iran is responsible for today’s tanker attacks in the Gulf of Oman	0
The Growing Crisis of Guns on Campus	0
Man charged with killing 7 elderly women	0
NPR Poll: Americans Angrier Now Than Past Generation	0
We can't allow ourselves to forget Russia's attacks on our election	0
Friends mourn Baton Rouge photographer slain by truck; remembered as 'one of the most genuine people'	0
July WTI oil drops $2.22, or 3.8%, to settle at $56.59/bbl on Nymex	0
Southern California Earthquake Rattles a State Wary of the ‘Big One’	0
Best 5G smartphones 2019: Samsung Galaxy S10 5G, OnePlus 7 Pro 5G and more	0
Security firms see spike in Iranian cyberattacks	0
Islamic Terrorists Ramp Up Attacks On Nigerian Christians	0
The pros and cons of sin taxes	0
Democrats Hit Trump’s Trans-Troop Ban as It Takes Effect	0
Donald Trump warns Megan Rapinoe not to 'disrespect' US flag at World Cup	0
Forum Reflects On Rising Concerns For Jews Across The World	0
Thousands of taxi drivers sign up against Uber claiming the service has left them bankrupt	0
Lyft IPO sets the stage for Uber listing later this spring	0
Joe Biden opposes federal funding for abortion services, provoking outrage from activist organizations	0
Serbia’s Protests Aren’t the Beginning of a Balkan Spring	0
The Post-War Temptation Towards Anger and Guns	0
As Big Tech Gets Richer, We Get Smaller and More Vulnerable	0
